MesContable,MesCreacion,Numero,Cuenta,TipoSaldo,TipoOrigen,Cant,Total_Importe1,Importe_cierre,Importe_operativo
b'2023-12',b'2024-05',21301003,RETENCION Y EMBARGO JUDICIALES,0,11,1,646017.79,646017.79,0.0
b'2024-06',b'2024-06',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,8,2126292.96,0.0,2126292.96
b'2024-07',b'2024-07',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,4,1666813.49,0.0,1666813.49
b'2024-08',b'2024-08',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,4,1684230.04,0.0,1684230.04
b'2024-09',b'2024-09',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,5,1921366.0,0.0,1921366.0
b'2024-01',b'2024-09',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,646017.79,646017.79,0.0
b'2024-10',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,2279405.88,0.0,2279405.88
b'2024-08',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,1921366.0,0.0,1921366.0
b'2024-05',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,1576280.39,0.0,1576280.39
b'2024-04',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,1581556.3,0.0,1581556.3
b'2024-09',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2279405.88,0.0,2279405.88
b'2024-06',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2216826.06,0.0,2216826.06
b'2024-07',b'2024-10',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,1684230.04,0.0,1684230.04
b'2024-11',b'2024-11',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,2007567.49,0.0,2007567.49
b'2024-12',b'2024-12',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,9,2876436.0,0.0,2876436.0
b'2025-01',b'2025-01',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,2249608.96,0.0,2249608.96
b'2025-02',b'2025-02',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,5,2244171.04,0.0,2244171.04
b'2025-03',b'2025-03',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,4,2098926.69,0.0,2098926.69
b'2024-12',b'2025-03',21301003,RETENCION Y EMBARGO JUDICIALES,0,0,1,90548.05,90548.05,0.0
b'2024-10',b'2025-03',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2007567.49,2007567.49,0.0
b'2024-11',b'2025-03',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2190165.45,2190165.45,0.0
b'2024-12',b'2025-03',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2935879.51,0.0,2935879.51
b'2025-04',b'2025-04',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,4,2044903.27,0.0,2044903.27
b'2024-12',b'2025-05',21301003,RETENCION Y EMBARGO JUDICIALES,0,11,1,2159060.91,2159060.91,0.0
b'2025-05',b'2025-05',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,4,2348200.82,0.0,2348200.82
b'2025-01',b'2025-05',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2159060.91,2159060.91,0.0
b'2025-06',b'2025-06',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,9,3299725.19,0.0,3299725.19
b'2025-06',b'2025-06',21301003,RETENCION Y EMBARGO JUDICIALES,1,2,1,352855.7,0.0,352855.7
b'2025-03',b'2025-06',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2044903.27,0.0,2044903.27
b'2025-01',b'2025-06',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2334719.09,2334719.09,0.0
b'2025-04',b'2025-06',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2348200.82,0.0,2348200.82
b'2025-02',b'2025-06',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2098926.69,2098926.69,0.0
b'2025-06',b'2025-07',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,3147154.72,0.0,3147154.72
b'2025-05',b'2025-07',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2169877.49,0.0,2169877.49
b'2025-08',b'2025-08',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,3117580.44,0.0,3117580.44
b'2025-07',b'2025-08',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,4,2370162.72,0.0,2370162.72
b'2025-09',b'2025-09',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,2955196.49,0.0,2955196.49
b'2025-07',b'2025-09',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,3117580.44,3117580.44,0.0
b'2025-10',b'2025-10',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,5,2922932.22,0.0,2922932.22
b'2025-11',b'2025-11',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,7,3516972.97,0.0,3516972.97
b'2025-12',b'2025-12',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,14,4592859.81,0.0,4592859.81
b'2026-01',b'2026-01',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,7,3682543.71,0.0,3682543.71
b'2025-08',b'2026-01',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2955196.49,2955196.49,0.0
b'2025-09',b'2026-01',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,2922932.22,2922932.22,0.0
b'2025-10',b'2026-01',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,3516972.97,3516972.97,0.0
b'2025-11',b'2026-01',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,3352711.15,3352711.15,0.0
b'2026-02',b'2026-02',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,3682918.96,0.0,3682918.96
b'2026-03',b'2026-03',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,3911866.17,0.0,3911866.17
b'2026-04',b'2026-04',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,3479676.37,0.0,3479676.37
b'2026-05',b'2026-05',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,6,4654420.02,0.0,4654420.02
b'2025-12',b'2026-05',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,2,4922692.37,1240148.66,3682543.71
b'2026-06',b'2026-06',21301003,RETENCION Y EMBARGO JUDICIALES,0,2,14,5907600.04,0.0,5907600.04
b'2026-06',b'2026-06',21301003,RETENCION Y EMBARGO JUDICIALES,1,2,1,446518.48,0.0,446518.48
b'2025-12',b'2026-07',21301003,RETENCION Y EMBARGO JUDICIALES,0,11,1,3682543.71,3682543.71,0.0
b'2026-07',b'2026-07',21301003,RETENCION Y EMBARGO JUDICIALES,1,0,1,3682543.71,3682543.71,0.0
b'2024-01',b'2024-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,6662126.82,0.0,6662126.82
b'2023-12',b'2024-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,6662126.82,0.0,6662126.82
b'2023-01',b'2024-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,2171538.5,2171538.5,0.0
b'2024-02',b'2024-02',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,5868576.83,0.0,5868576.83
b'2024-01',b'2024-02',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,5868576.83,0.0,5868576.83
b'2024-03',b'2024-03',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,6906610.71,0.0,6906610.71
b'2024-04',b'2024-04',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,6469045.54,0.0,6469045.54
b'2024-03',b'2024-04',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,6469045.54,0.0,6469045.54
b'2023-12',b'2024-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,11,1,6669200.78,6669200.78,0.0
b'2024-04',b'2024-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,6469045.54,0.0,6469045.54
b'2024-05',b'2024-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,8692083.17,0.0,8692083.17
b'2024-04',b'2024-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,2,1,6469045.54,0.0,6469045.54
b'2024-06',b'2024-06',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,8761728.85,0.0,8761728.85
b'2024-07',b'2024-07',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,14767057.47,0.0,14767057.47
b'2024-08',b'2024-08',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,9846428.16,0.0,9846428.16
b'2024-09',b'2024-09',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,10214690.92,0.0,10214690.92
b'2024-01',b'2024-09',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,6669200.78,6669200.78,0.0
b'2024-10',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,10979285.55,0.0,10979285.55
b'2024-06',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,14767057.47,0.0,14767057.47
b'2024-05',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,8761728.85,0.0,8761728.85
b'2024-07',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,9846428.16,0.0,9846428.16
b'2024-09',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,10979285.55,0.0,10979285.55
b'2024-04',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,8692083.17,0.0,8692083.17
b'2024-08',b'2024-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,10214690.92,0.0,10214690.92
b'2024-11',b'2024-11',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,11666440.51,0.0,11666440.51
b'2024-12',b'2024-12',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,11805953.92,0.0,11805953.92
b'2025-01',b'2025-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,19039480.53,0.0,19039480.53
b'2025-02',b'2025-02',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,2,16416164.04,0.0,16416164.04
b'2025-02',b'2025-02',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,2,1,8324709.69,0.0,8324709.69
b'2025-03',b'2025-03',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,12366187.2,0.0,12366187.2
b'2024-12',b'2025-03',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,2,25939017.28,6899536.75,19039480.53
b'2024-10',b'2025-03',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,11666440.51,11666440.51,0.0
b'2024-11',b'2025-03',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,11805953.92,11805953.92,0.0
b'2025-04',b'2025-04',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,11527694.14,0.0,11527694.14
b'2024-12',b'2025-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,11,1,19039480.53,19039480.53,0.0
b'2025-05',b'2025-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,14816800.32,0.0,14816800.32
b'2025-01',b'2025-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,19039480.53,19039480.53,0.0
b'2025-06',b'2025-06',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,15154292.09,0.0,15154292.09
b'2025-04',b'2025-06',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,14816800.32,0.0,14816800.32
b'2025-03',b'2025-06',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,11527694.14,0.0,11527694.14
b'2025-02',b'2025-06',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,12366187.2,12366187.2,0.0
b'2025-01',b'2025-06',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,8091454.35,8091454.35,0.0
b'2025-06',b'2025-07',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,24555021.15,0.0,24555021.15
b'2025-05',b'2025-07',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,15154292.09,0.0,15154292.09
b'2025-07',b'2025-08',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,24555021.15,0.0,24555021.15
b'2025-08',b'2025-08',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,14023163.13,0.0,14023163.13
b'2025-09',b'2025-09',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,15885809.96,0.0,15885809.96
b'2025-07',b'2025-09',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,14023163.13,14023163.13,0.0
b'2025-10',b'2025-10',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,15886150.55,0.0,15886150.55
b'2025-11',b'2025-11',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,15081091.15,0.0,15081091.15
b'2025-12',b'2025-12',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,16355749.86,0.0,16355749.86
b'2026-01',b'2026-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,28081436.96,0.0,28081436.96
b'2025-11',b'2026-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,16355749.86,16355749.86,0.0
b'2025-08',b'2026-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,15885809.96,15885809.96,0.0
b'2025-09',b'2026-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,15886150.55,15886150.55,0.0
b'2025-10',b'2026-01',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,15081091.15,15081091.15,0.0
b'2026-02',b'2026-02',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,7810161.21,0.0,7810161.21
b'2026-03',b'2026-03',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,21684547.12,0.0,21684547.12
b'2026-04',b'2026-04',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,17852273.51,0.0,17852273.51
b'2026-05',b'2026-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,2,1,20052264.39,0.0,20052264.39
b'2025-12',b'2026-05',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,28081436.96,0.0,28081436.96
b'2025-12',b'2026-07',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,0,11,1,28081436.96,28081436.96,0.0
b'2026-07',b'2026-07',21302001,CONTRIBUCIONES SEGURIDAD SOCIAL,1,0,1,28081436.96,28081436.96,0.0
b'2024-01',b'2024-01',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,4902843.58,0.0,4902843.58
b'2023-01',b'2024-01',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,1968582.71,1968582.71,0.0
b'2023-12',b'2024-01',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,4902843.58,0.0,4902843.58
b'2024-02',b'2024-02',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,4736615.52,0.0,4736615.52
b'2024-01',b'2024-02',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,4736615.52,0.0,4736615.52
b'2024-03',b'2024-03',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,4865481.19,0.0,4865481.19
b'2024-02',b'2024-03',21302002,APORTES SEGURIDAD SOCIAL,1,0,2,11772091.9,11772091.9,0.0
b'2024-04',b'2024-04',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,5477217.83,0.0,5477217.83
b'2024-03',b'2024-04',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,5477217.83,0.0,5477217.83
b'2024-04',b'2024-05',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,5477217.83,0.0,5477217.83
b'2024-05',b'2024-05',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,7024467.59,0.0,7024467.59
b'2023-12',b'2024-05',21302002,APORTES SEGURIDAD SOCIAL,0,11,1,4902843.58,4902843.58,0.0
b'2024-04',b'2024-05',21302002,APORTES SEGURIDAD SOCIAL,1,2,1,5477217.83,0.0,5477217.83
b'2024-06',b'2024-06',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,6779650.95,0.0,6779650.95
b'2024-07',b'2024-07',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,11139392.77,0.0,11139392.77
b'2024-08',b'2024-08',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,7770396.45,0.0,7770396.45
b'2024-09',b'2024-09',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,8322999.15,0.0,8322999.15
b'2024-01',b'2024-09',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,4902843.58,4902843.58,0.0
b'2024-10',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,8107047.06,0.0,8107047.06
b'2024-07',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,7770396.45,0.0,7770396.45
b'2024-04',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,7024467.59,0.0,7024467.59
b'2024-08',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,8322999.15,0.0,8322999.15
b'2024-09',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,8107047.06,0.0,8107047.06
b'2024-06',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,11139392.77,0.0,11139392.77
b'2024-05',b'2024-10',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,6779650.95,0.0,6779650.95
b'2024-11',b'2024-11',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,8832075.59,0.0,8832075.59
b'2024-12',b'2024-12',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,9017143.15,0.0,9017143.15
b'2025-01',b'2025-01',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,14215923.92,0.0,14215923.92
b'2025-02',b'2025-02',21302002,APORTES SEGURIDAD SOCIAL,0,2,2,17476046.9,0.0,17476046.9
b'2025-02',b'2025-02',21302002,APORTES SEGURIDAD SOCIAL,1,2,1,6867885.5,0.0,6867885.5
b'2025-03',b'2025-03',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,10668914.32,0.0,10668914.32
b'2024-12',b'2025-03',21302002,APORTES SEGURIDAD SOCIAL,0,0,1,6906610.71,6906610.71,0.0
b'2024-10',b'2025-03',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,8832075.59,8832075.59,0.0
b'2024-11',b'2025-03',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,9017143.15,9017143.15,0.0
b'2024-12',b'2025-03',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,14215923.92,0.0,14215923.92
b'2025-04',b'2025-04',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,10037559.07,0.0,10037559.07
b'2024-12',b'2025-05',21302002,APORTES SEGURIDAD SOCIAL,0,11,1,14215923.92,14215923.92,0.0
b'2025-05',b'2025-05',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,11705765.03,0.0,11705765.03
b'2025-01',b'2025-05',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,14215923.92,14215923.92,0.0
b'2025-06',b'2025-06',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,11999995.24,0.0,11999995.24
b'2025-03',b'2025-06',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,10037559.07,0.0,10037559.07
b'2025-02',b'2025-06',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,10668914.32,10668914.32,0.0
b'2025-01',b'2025-06',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,10608161.4,10608161.4,0.0
b'2025-04',b'2025-06',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,11705765.03,0.0,11705765.03
b'2025-05',b'2025-07',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,11999995.24,0.0,11999995.24
b'2025-06',b'2025-07',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,18265350.48,0.0,18265350.48
b'2025-08',b'2025-08',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,12551447.56,0.0,12551447.56
b'2025-07',b'2025-08',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,18265350.48,0.0,18265350.48
b'2025-09',b'2025-09',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,11897594.05,0.0,11897594.05
b'2025-07',b'2025-09',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,12551447.56,12551447.56,0.0
b'2025-10',b'2025-10',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,12367363.01,0.0,12367363.01
b'2025-11',b'2025-11',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,12987080.88,0.0,12987080.88
b'2025-12',b'2025-12',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,13114051.54,0.0,13114051.54
b'2026-01',b'2026-01',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,21064358.03,0.0,21064358.03
b'2025-09',b'2026-01',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,12367363.01,12367363.01,0.0
b'2025-10',b'2026-01',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,12987080.88,12987080.88,0.0
b'2025-11',b'2026-01',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,13114051.54,13114051.54,0.0
b'2025-08',b'2026-01',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,11897594.05,11897594.05,0.0
b'2026-02',b'2026-02',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,14677856.13,0.0,14677856.13
b'2026-03',b'2026-03',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,15234681.32,0.0,15234681.32
b'2026-04',b'2026-04',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,14690533.99,0.0,14690533.99
b'2026-05',b'2026-05',21302002,APORTES SEGURIDAD SOCIAL,0,2,1,16268169.13,0.0,16268169.13
b'2025-12',b'2026-05',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,21064358.03,0.0,21064358.03
b'2025-12',b'2026-07',21302002,APORTES SEGURIDAD SOCIAL,0,11,1,21064358.03,21064358.03,0.0
b'2026-07',b'2026-07',21302002,APORTES SEGURIDAD SOCIAL,1,0,1,21064358.03,21064358.03,0.0
b'2024-01',b'2024-01',21302003,CONTRIBUCIONES OBRA SOCIAL,0,2,1,1720898.2,0.0,1720898.2
b'2023-12',b'2024-01',21302003,CONTRIBUCIONES OBRA SOCIAL,1,0,1,1720898.2,0.0,1720898.2
b'2023-01',b'2024-01',21302003,CONTRIBUCIONES OBRA SOCIAL,1,0,1,566707.73,566707.73,0.0
